NAME,MIN,FGM,FGA,FTM,FTA,3PM,3PA,PTS,OFFR,DEFR,REB,AST,TO,STL,BLK
American,Memphis,Keon Clergeot,45,3,17,5,8,1,11,12,1,5,6,1,3,1,0
American,Memphis,Christian Kessee,84,6,21,6,8,3,13,21,1,8,9,14,5,2,0
American,Memphis,Chad Rykhoek,137,22,38,6,22,0,1,50,9,15,24,8,11,4,4
American,Memphis,Jimario Rivers,119,20,34,11,15,0,2,51,5,23,28,7,6,3,8
American,Memphis,Jeremiah Martin,258,28,54,9,17,6,19,71,11,19,30,49,14,17,4
American,Memphis,Craig Randall II,179,26,63,7,14,18,47,77,6,13,19,12,11,6,3
American,Memphis,Markel Crawford,252,39,75,15,20,11,35,104,9,29,38,20,7,11,0
American,Memphis,K.J. Lawson,231,44,93,24,35,7,18,119,22,43,65,31,17,1,4
American,Memphis,Dedric Lawson,245,63,121,28,43,8,27,162,33,54,87,27,17,8,18
American,SMU,Jonathan Wilfong,7,1,2,0,0,0,1,2,0,0,0,0,1,1,0
American,SMU,Leo Kontopoulos,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0
American,SMU,Dashawn McDowell,51,3,8,2,7,1,2,9,6,6,12,5,2,1,1
American,SMU,Tom Wilson,33,3,10,1,2,3,9,10,1,5,6,3,3,1,0
American,SMU,Harry Froling,117,13,30,2,7,2,8,30,10,11,21,5,11,2,2
American,SMU,Ben Emelogu II,151,11,43,5,7,3,22,30,8,17,25,10,10,6,0
American,SMU,Jarrey Foster,214,31,52,5,12,5,10,72,15,12,27,18,7,5,2
American,SMU,Sterling Brown,257,30,68,16,25,10,22,86,12,35,47,20,19,10,5
American,SMU,Ben Moore,246,30,66,29,43,0,0,89,20,40,60,15,17,5,8
American,SMU,Shake Milton,263,30,72,19,22,12,36,91,3,27,30,35,16,15,2
American,SMU,Semi Ojeleye,257,47,94,32,45,14,30,140,19,44,63,8,18,2,5
American,USF,Jake Bodway,61,3,7,3,6,2,3,11,3,3,6,4,1,1,0
American,USF,Bo Zeigler,129,14,28,3,10,0,1,31,10,13,23,12,16,10,4
American,USF,Malik Fitts,103,12,28,5,6,4,14,33,4,11,15,6,7,5,0
American,USF,Ruben Guerrero,178,20,38,8,14,0,0,48,16,36,52,8,13,5,7
American,USF,Michael Bibby,162,14,27,11,13,10,20,49,0,10,10,16,17,6,1
American,USF,Luis Santos,93,22,27,5,9,0,0,49,5,13,18,1,3,4,5
American,USF,Troy Holston Jr,212,27,66,5,12,16,37,75,0,14,14,5,11,5,3
American,USF,Tulio Da Silva,204,30,55,20,31,0,2,80,13,40,53,6,18,8,5
American,USF,Geno Thorpe,225,36,92,26,33,5,21,103,5,26,31,34,20,12,0
American,USF,Jahmal McMurray,33,7,18,0,0,2,5,16,0,3,3,4,5,0,0
American,Temple,Isaiah Lewis,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0
American,Temple,Ayan Nunez de Carvalho,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
American,Temple,Mike Robbins,25,0,1,2,3,0,1,2,0,1,1,3,2,0,1
American,Temple,Steve Leonard,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0
American,Temple,Damion Moore,21,3,6,0,0,0,0,6,1,1,2,0,3,1,1
American,Temple,Mark Williams,119,13,44,8,11,2,15,36,5,16,21,9,6,0,3
American,Temple,Josh Brown,25,3,6,3,6,0,1,9,2,4,6,1,1,0,2
American,Temple,Ernest Aflakpui,138,20,36,6,14,0,0,46,23,29,52,4,7,5,4
American,Temple,Alani Moore II,240,20,46,13,16,15,31,68,7,14,21,19,7,7,1
American,Temple,Daniel Dingle,277,33,77,17,27,12,30,95,10,30,40,24,21,9,6
American,Temple,Quinton Rose,203,33,64,24,30,7,19,97,9,24,33,16,21,6,8
American,Temple,Shizz Alston Jr.,281,36,92,22,30,8,33,102,0,28,28,38,6,19,5
American,Temple,Obi Enechionyia,290,61,126,13,18,24,50,159,15,48,63,8,10,5,24
American,Tulane,Riley Conroy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American,Tulane,Darian Jones,10,1,1,0,0,0,0,2,1,0,1,1,1,0,0
American,Tulane,Sammis Reyes,55,1,9,2,8,0,0,4,2,4,6,2,3,5,3
American,Tulane,Blake Paul,83,9,19,2,4,0,0,20,5,12,17,4,3,2,4
American,Tulane,Ray Ona Embo,111,7,27,9,11,2,10,25,3,14,17,11,6,3,1
American,Tulane,Von Julien,133,14,26,3,9,8,13,39,4,12,16,17,8,4,0
American,Tulane,Colin Slater,136,14,43,13,17,6,23,47,2,4,6,8,13,3,0
American,Tulane,Ryan Smith,194,26,57,15,18,0,0,67,21,21,42,6,5,6,10
American,Tulane,Melvin Frazier,178,20,51,20,27,6,21,66,6,23,29,10,16,12,5
